serial,lot,fixture,shift,timestamp,step,measurement,value,unit,lower_limit,upper_limit,result,notes
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:35,6,EFF_FL,92.37,%,88.00,,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:42,7,RIPPLE,41.4,mV,,50.0,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:00,1,R_OUT,3411.0,ohm,500.0,,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:07,2,IQ_NL,12.21,mA,,25.00,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:14,3,VOUT,4.9767,V,4.9500,5.0500,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:21,4,LINE_REG,0.152,%,,0.300,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:28,5,LOAD_REG,0.386,%,,0.800,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:35,6,EFF_FL,92.41,%,88.00,,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:42,7,RIPPLE,44.4,mV,,50.0,PASS,
SRB5030-2608-0056,L2608B,FIX-04,A,2026-08-25T07:47:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:00,1,R_OUT,3205.2,ohm,500.0,,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:07,2,IQ_NL,11.29,mA,,25.00,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:14,3,VOUT,4.9763,V,4.9500,5.0500,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:21,4,LINE_REG,0.140,%,,0.300,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:28,5,LOAD_REG,0.450,%,,0.800,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:35,6,EFF_FL,92.53,%,88.00,,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:42,7,RIPPLE,23.3,mV,,50.0,PASS,
SRB5030-2608-0057,L2608C,FIX-01,A,2026-08-25T07:54:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:00,1,R_OUT,3126.5,ohm,500.0,,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:07,2,IQ_NL,11.56,mA,,25.00,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:14,3,VOUT,4.9886,V,4.9500,5.0500,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:21,4,LINE_REG,0.125,%,,0.300,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:28,5,LOAD_REG,0.439,%,,0.800,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:35,6,EFF_FL,92.50,%,88.00,,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:42,7,RIPPLE,21.6,mV,,50.0,PASS,
SRB5030-2608-0058,L2608C,FIX-02,A,2026-08-25T08:01:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:00,1,R_OUT,3442.3,ohm,500.0,,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:07,2,IQ_NL,11.54,mA,,25.00,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:14,3,VOUT,4.9720,V,4.9500,5.0500,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:21,4,LINE_REG,0.127,%,,0.300,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:28,5,LOAD_REG,0.377,%,,0.800,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:35,6,EFF_FL,92.34,%,88.00,,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:42,7,RIPPLE,20.4,mV,,50.0,PASS,
SRB5030-2608-0059,L2608C,FIX-03,A,2026-08-25T08:08:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:00,1,R_OUT,3370.8,ohm,500.0,,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:07,2,IQ_NL,10.69,mA,,25.00,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:14,3,VOUT,4.9924,V,4.9500,5.0500,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:21,4,LINE_REG,0.087,%,,0.300,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:28,5,LOAD_REG,0.388,%,,0.800,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:35,6,EFF_FL,92.29,%,88.00,,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:42,7,RIPPLE,18.9,mV,,50.0,PASS,
SRB5030-2608-0060,L2608C,FIX-04,A,2026-08-25T08:15:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:00,1,R_OUT,3357.5,ohm,500.0,,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:07,2,IQ_NL,11.27,mA,,25.00,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:14,3,VOUT,4.9758,V,4.9500,5.0500,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:21,4,LINE_REG,0.129,%,,0.300,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:28,5,LOAD_REG,0.430,%,,0.800,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:35,6,EFF_FL,92.46,%,88.00,,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:42,7,RIPPLE,21.2,mV,,50.0,PASS,
SRB5030-2608-0061,L2608D,FIX-01,A,2026-08-25T08:22:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:00,1,R_OUT,3232.7,ohm,500.0,,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:07,2,IQ_NL,11.41,mA,,25.00,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:14,3,VOUT,4.9980,V,4.9500,5.0500,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:21,4,LINE_REG,0.072,%,,0.300,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:28,5,LOAD_REG,0.415,%,,0.800,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:35,6,EFF_FL,92.64,%,88.00,,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:42,7,RIPPLE,22.3,mV,,50.0,PASS,
SRB5030-2608-0062,L2608D,FIX-02,A,2026-08-25T08:29:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:00,1,R_OUT,3201.9,ohm,500.0,,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:07,2,IQ_NL,0.69,mA,,25.00,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:14,3,VOUT,-0.0300,V,4.9500,5.0500,FAIL,"dead. no vout at all, u1 not switching"
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:21,4,LINE_REG,0.021,%,,0.300,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:28,5,LOAD_REG,0.054,%,,0.800,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:35,6,EFF_FL,0.00,%,88.00,,FAIL,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:42,7,RIPPLE,0.0,mV,,50.0,PASS,
SRB5030-2608-0063,L2608D,FIX-03,A,2026-08-25T08:36:49,8,I_LIM,3.50,A,3.70,5.00,FAIL,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:00,1,R_OUT,3421.1,ohm,500.0,,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:07,2,IQ_NL,11.60,mA,,25.00,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:14,3,VOUT,4.9829,V,4.9500,5.0500,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:21,4,LINE_REG,0.121,%,,0.300,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:28,5,LOAD_REG,0.394,%,,0.800,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:35,6,EFF_FL,92.10,%,88.00,,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:42,7,RIPPLE,24.4,mV,,50.0,PASS,
SRB5030-2608-0064,L2608D,FIX-04,A,2026-08-25T08:43:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:00,1,R_OUT,3221.6,ohm,500.0,,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:07,2,IQ_NL,11.10,mA,,25.00,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:14,3,VOUT,4.9844,V,4.9500,5.0500,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:21,4,LINE_REG,0.102,%,,0.300,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:28,5,LOAD_REG,0.404,%,,0.800,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:35,6,EFF_FL,92.76,%,88.00,,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:42,7,RIPPLE,21.8,mV,,50.0,PASS,
SRB5030-2608-0065,L2608A,FIX-01,A,2026-08-25T08:50:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:00,1,R_OUT,3385.5,ohm,500.0,,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:07,2,IQ_NL,11.51,mA,,25.00,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:14,3,VOUT,4.9795,V,4.9500,5.0500,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:21,4,LINE_REG,0.123,%,,0.300,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:28,5,LOAD_REG,0.428,%,,0.800,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:35,6,EFF_FL,92.59,%,88.00,,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:42,7,RIPPLE,22.6,mV,,50.0,PASS,
SRB5030-2608-0066,L2608A,FIX-02,A,2026-08-25T08:57:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:00,1,R_OUT,3152.3,ohm,500.0,,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:07,2,IQ_NL,11.17,mA,,25.00,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:14,3,VOUT,4.9671,V,4.9500,5.0500,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:21,4,LINE_REG,0.130,%,,0.300,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:35,6,EFF_FL,92.39,%,88.00,,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:42,7,RIPPLE,18.9,mV,,50.0,PASS,
SRB5030-2608-0067,L2608A,FIX-03,A,2026-08-25T09:04:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:00,1,R_OUT,3316.0,ohm,500.0,,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:07,2,IQ_NL,10.89,mA,,25.00,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:14,3,VOUT,4.9998,V,4.9500,5.0500,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:21,4,LINE_REG,0.140,%,,0.300,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:28,5,LOAD_REG,0.429,%,,0.800,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:35,6,EFF_FL,92.86,%,88.00,,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:42,7,RIPPLE,18.8,mV,,50.0,PASS,
SRB5030-2608-0068,L2608A,FIX-04,A,2026-08-25T09:11:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:00,1,R_OUT,3288.8,ohm,500.0,,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:07,2,IQ_NL,11.16,mA,,25.00,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:14,3,VOUT,5.0046,V,4.9500,5.0500,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:21,4,LINE_REG,0.103,%,,0.300,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:28,5,LOAD_REG,0.428,%,,0.800,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:35,6,EFF_FL,92.91,%,88.00,,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:42,7,RIPPLE,38.7,mV,,50.0,PASS,
SRB5030-2608-0069,L2608B,FIX-01,A,2026-08-25T09:18:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:00,1,R_OUT,3251.0,ohm,500.0,,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:07,2,IQ_NL,11.61,mA,,25.00,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:14,3,VOUT,5.0103,V,4.9500,5.0500,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:21,4,LINE_REG,0.100,%,,0.300,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:28,5,LOAD_REG,0.419,%,,0.800,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:35,6,EFF_FL,92.88,%,88.00,,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:42,7,RIPPLE,49.5,mV,,50.0,PASS,
SRB5030-2608-0070,L2608B,FIX-02,A,2026-08-25T09:25:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:00,1,R_OUT,3225.3,ohm,500.0,,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:07,2,IQ_NL,11.23,mA,,25.00,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:14,3,VOUT,4.9644,V,4.9500,5.0500,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:21,4,LINE_REG,0.100,%,,0.300,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:28,5,LOAD_REG,0.379,%,,0.800,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:35,6,EFF_FL,92.15,%,88.00,,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:42,7,RIPPLE,40.9,mV,,50.0,PASS,
SRB5030-2608-0071,L2608B,FIX-03,A,2026-08-25T09:32:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:00,1,R_OUT,3287.9,ohm,500.0,,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:07,2,IQ_NL,11.14,mA,,25.00,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:14,3,VOUT,4.9914,V,4.9500,5.0500,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:21,4,LINE_REG,0.115,%,,0.300,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:28,5,LOAD_REG,0.408,%,,0.800,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:35,6,EFF_FL,92.92,%,88.00,,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:42,7,RIPPLE,46.5,mV,,50.0,PASS,
SRB5030-2608-0072,L2608B,FIX-04,A,2026-08-25T09:39:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:00,1,R_OUT,3343.0,ohm,500.0,,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:07,2,IQ_NL,10.97,mA,,25.00,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:14,3,VOUT,4.9836,V,4.9500,5.0500,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:21,4,LINE_REG,0.126,%,,0.300,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:28,5,LOAD_REG,0.383,%,,0.800,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:35,6,EFF_FL,92.68,%,88.00,,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:42,7,RIPPLE,21.4,mV,,50.0,PASS,
SRB5030-2608-0073,L2608C,FIX-01,A,2026-08-25T09:46:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:00,1,R_OUT,3223.5,ohm,500.0,,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:07,2,IQ_NL,11.39,mA,,25.00,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:14,3,VOUT,4.9887,V,4.9500,5.0500,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:21,4,LINE_REG,0.116,%,,0.300,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:28,5,LOAD_REG,0.391,%,,0.800,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:35,6,EFF_FL,91.92,%,88.00,,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:42,7,RIPPLE,20.8,mV,,50.0,PASS,
SRB5030-2608-0074,L2608C,FIX-02,A,2026-08-25T09:53:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:00,1,R_OUT,3157.1,ohm,500.0,,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:07,2,IQ_NL,11.35,mA,,25.00,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:14,3,VOUT,4.9476,V,4.9500,5.0500,FAIL,"4.94 on fixture 3, moved to fixture 1 and it passed"
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:21,4,LINE_REG,0.073,%,,0.300,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:28,5,LOAD_REG,0.335,%,,0.800,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:35,6,EFF_FL,92.33,%,88.00,,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:42,7,RIPPLE,21.3,mV,,50.0,PASS,
SRB5030-2608-0075,L2608C,FIX-03,A,2026-08-25T10:00:49,8,I_LIM,4.05,A,3.70,5.00,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:00,1,R_OUT,3374.2,ohm,500.0,,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:07,2,IQ_NL,10.92,mA,,25.00,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:14,3,VOUT,4.9895,V,4.9500,5.0500,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:21,4,LINE_REG,0.083,%,,0.300,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:28,5,LOAD_REG,0.343,%,,0.800,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:35,6,EFF_FL,92.76,%,88.00,,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:42,7,RIPPLE,23.1,mV,,50.0,PASS,
SRB5030-2608-0076,L2608C,FIX-04,B,2026-08-25T15:12:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:00,1,R_OUT,3300.4,ohm,500.0,,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:07,2,IQ_NL,11.21,mA,,25.00,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:14,3,VOUT,4.9809,V,4.9500,5.0500,PASS,"ripple 44mv, passed but marginal"
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:21,4,LINE_REG,0.104,%,,0.300,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:35,6,EFF_FL,92.67,%,88.00,,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:42,7,RIPPLE,22.2,mV,,50.0,PASS,
SRB5030-2608-0077,L2608D,FIX-01,B,2026-08-25T15:19:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:00,1,R_OUT,3348.2,ohm,500.0,,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:07,2,IQ_NL,11.06,mA,,25.00,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:14,3,VOUT,5.0112,V,4.9500,5.0500,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:21,4,LINE_REG,0.103,%,,0.300,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:35,6,EFF_FL,92.45,%,88.00,,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:42,7,RIPPLE,18.6,mV,,50.0,PASS,
SRB5030-2608-0078,L2608D,FIX-02,B,2026-08-25T15:26:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:00,1,R_OUT,3245.5,ohm,500.0,,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:07,2,IQ_NL,11.12,mA,,25.00,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:14,3,VOUT,4.9543,V,4.9500,5.0500,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:21,4,LINE_REG,0.118,%,,0.300,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:28,5,LOAD_REG,0.396,%,,0.800,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:35,6,EFF_FL,92.64,%,88.00,,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:42,7,RIPPLE,22.7,mV,,50.0,PASS,
SRB5030-2608-0079,L2608D,FIX-03,B,2026-08-25T15:33:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:00,1,R_OUT,3318.0,ohm,500.0,,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:07,2,IQ_NL,10.83,mA,,25.00,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:14,3,VOUT,5.0070,V,4.9500,5.0500,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:21,4,LINE_REG,0.108,%,,0.300,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:28,5,LOAD_REG,0.369,%,,0.800,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:35,6,EFF_FL,92.43,%,88.00,,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:42,7,RIPPLE,19.9,mV,,50.0,PASS,
SRB5030-2608-0080,L2608D,FIX-04,B,2026-08-25T15:40:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:00,1,R_OUT,3331.6,ohm,500.0,,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:07,2,IQ_NL,11.47,mA,,25.00,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:14,3,VOUT,4.9962,V,4.9500,5.0500,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:21,4,LINE_REG,0.073,%,,0.300,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:28,5,LOAD_REG,0.372,%,,0.800,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:35,6,EFF_FL,92.39,%,88.00,,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:42,7,RIPPLE,22.5,mV,,50.0,PASS,
SRB5030-2608-0081,L2608A,FIX-01,B,2026-08-25T15:47:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:00,1,R_OUT,3401.1,ohm,500.0,,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:07,2,IQ_NL,11.28,mA,,25.00,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:14,3,VOUT,5.0067,V,4.9500,5.0500,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:21,4,LINE_REG,0.137,%,,0.300,PASS,
